onset	duration	run_number	trial_number	task_condition	fix_direction
78329.42799	89.7000032	2	1	2	1
78419.12799	89.7000008	2	2	2	2
78508.82799	89.7000015	2	3	2	4
78598.52799	89.700001	2	4	2	6
78688.22799	89.7000003	2	5	2	8
