onset	duration	run_number	trial_number	task_condition	fix_direction
79486.3315	89.7000035	4	1	2	1
79576.03151	89.7000035	4	2	2	2
79665.73151	89.7000012	4	3	2	4
79755.43151	89.7000042	4	4	2	6
79845.13152	89.7000025	4	5	2	8
