onset	duration	run_number	trial_number	task_condition	fix_direction
3406.618374	89.7000023	4	1	2	1
3496.318376	89.7000042	4	2	2	2
3586.018381	89.7000038	4	3	2	4
3675.718384	89.7000002	4	4	2	6
3765.418384	89.7000015	4	5	2	8
