onset	duration	run_number	trial_number	task_condition	fix_direction
5051.414009	89.7000056	7	1	3	8
5141.114014	89.7000024	7	2	3	6
5230.814017	89.7000029	7	3	3	4
5320.51402	89.7000002	7	4	3	2
5410.21402	89.7000014	7	5	3	1
