onset	duration	run_number	trial_number	task_condition	fix_direction
2104.72448	14.3000009	1	1	1	1
2119.024481	14.300001	1	2	1	2
2133.324482	14.3000026	1	3	1	3
2147.624485	14.3000007	1	4	1	4
2161.924485	14.3000013	1	5	1	5
2176.224486	14.3000036	1	6	1	6
2190.52449	14.3000026	1	7	1	7
2204.824493	14.3000032	1	8	1	8
2219.124496	14.3000037	1	9	1	9
